Category,Name,Portion(fl oz),Calories,Calories from fat,Total Fat(g),Saturated fat(g),Trans fat(g),Cholesterol(mg),Sodium(mg),Total Carbohydrate(g),Dietary Fiber(g),Sugars(g),Protein(g),Caffeine(mg),Size,Milk,Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,16,280,35,4,3.5,0,0,240,60,0,59,2,90,Grande,Coconut,No Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,16,390,130,15,10,0,40,250,63,0,63,2,90,Grande,Coconut,Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,16,280,15,2,1.5,0,5,240,62,0,61,5,90,Grande,Nonfat milk,No Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,16,390,120,13,9,0,45,250,65,0,64,5,90,Grande,Nonfat milk,Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,16,300,45,5,3,0,10,240,61,0,61,4,90,Grande,Whole Milk,No Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,16,420,140,16,10,0,50,250,65,0,64,5,90,Grande,Whole Milk,Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,16,290,35,3.5,2.5,0,10,240,61,0,61,4,90,Grande,2% Milk,No Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,16,410,130,15,10,0,50,250,65,0,64,5,90,Grande,2% Milk,Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,16,300,30,3.5,1.5,0,0,230,63,0,61,4,90,Grande,Soy (United States),No Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,16,410,130,14,9,0,40,250,66,0,65,5,90,Grande,Soy (United States),Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,16,380,130,14,9,0,35,250,62,0,61,3,90,Venti Iced,Almond,No Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,24,360,40,4.5,2,0,0,330,79,1,77,3,125,Venti Iced,Almond,Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,24,380,45,5,4.5,0,0,330,81,0,80,2,125,Venti Iced,Coconut,No Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,24,490,150,16,12,0,40,340,84,0,83,3,125,Venti Iced,Coconut,Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,24,380,20,2,1.5,0,5,330,83,0,82,7,125,Venti Iced,Nonfat milk,No Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,24,490,120,13,9,0,45,340,86,0,86,7,125,Venti Iced,Nonfat milk,Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,24,420,60,7,4.5,0,15,330,83,0,82,6,125,Venti Iced,Whole Milk,No Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,24,530,160,18,11,0,55,350,86,0,85,7,125,Venti Iced,Whole Milk,Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,24,400,45,5,3.5,0,15,340,83,0,82,7,125,Venti Iced,2% Milk,No Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,24,510,140,16,10,0,55,350,86,0,85,7,125,Venti Iced,2% Milk,Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,24,400,40,4.5,2,0,0,330,85,1,83,6,125,Venti Iced,Soy (United States),No Whipped Cream
frappuccino-blended-beverages,White Chocolate Mocha Frappuccino® Blended Coffee,24,520,140,16,9,0,40,340,88,1,86,6,125,Venti Iced,Soy (United States),Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,12,140,45,5,0,0,0,120,25,1,22,2,0,Tall,Almond,No Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,12,210,100,11,4,0,20,125,27,1,25,2,0,Tall,Almond,Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,12,170,50,6,5,0,0,130,28,0,26,1,0,Tall,Coconut,No Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,12,230,110,12,9,0,20,135,30,1,28,1,0,Tall,Coconut,Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,12,170,0,0,0,0,5,120,32,0,31,10,0,Tall,Nonfat milk,No Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,12,230,60,6,4,0,25,125,34,0,33,10,0,Tall,Nonfat milk,Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,12,240,80,9,5,0,30,120,32,0,31,9,0,Tall,Whole Milk,No Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,12,310,140,15,9,0,45,125,34,0,33,9,0,Tall,Whole Milk,Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,12,210,50,6,3.5,0,25,135,32,0,31,9,0,Tall,2% Milk,No Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,12,280,100,12,7,0,40,140,34,0,33,10,0,Tall,2% Milk,Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,12,210,40,4.5,0.5,0,0,105,35,1,31,8,0,Tall,Soy (United States),No Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,12,280,90,10,4.5,0,20,110,38,1,33,8,0,Tall,Soy (United States),Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,16,190,60,6,0.5,0,0,160,33,2,30,2,0,Grande,Almond,No Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,16,260,120,13,5,0,20,160,36,2,32,3,0,Grande,Almond,Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,16,220,70,8,7,0,0,170,37,1,34,1,0,Grande,Coconut,No Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,16,300,130,15,11,0,20,170,40,1,37,2,0,Grande,Coconut,Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,16,220,5,0,0,0,5,160,42,0,41,12,0,Grande,Nonfat milk,No Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,16,290,60,7,4.5,0,30,160,45,0,43,13,0,Grande,Nonfat milk,Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,16,320,110,12,7,0,35,160,42,0,40,12,0,Grande,Whole Milk,No Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,16,390,170,19,11,0.5,60,160,44,0,43,12,0,Grande,Whole Milk,Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,16,280,70,7,4.5,0,30,170,42,0,40,12,0,Grande,2% Milk,No Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,16,350,130,14,9,0.5,50,180,44,0,43,13,0,Grande,2% Milk,Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,16,280,50,6,0.5,0,0,135,47,1,41,10,0,Grande,Soy (United States),No Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,16,350,110,12,5,0,20,140,49,1,44,10,0,Grande,Soy (United States),Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,20,240,70,8,0.5,0,0,200,42,2,37,3,0,Venti,Almond,No Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,20,310,130,15,5,0,20,210,44,2,40,4,0,Venti,Almond,Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,20,280,90,10,9,0,0,210,47,1,43,1,0,Venti,Coconut,No Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,20,360,150,17,13,0,20,220,49,1,46,2,0,Venti,Coconut,Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,20,280,5,0,0,0,10,200,53,0,52,16,0,Venti,Nonfat milk,No Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,20,350,70,7,4.5,0,30,200,56,0,54,16,0,Venti,Nonfat milk,Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,20,410,140,15,9,0,45,200,53,0,51,15,0,Venti,Whole Milk,No Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,20,480,200,22,13,0.5,70,210,55,0,54,15,0,Venti,Whole Milk,Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,20,360,80,9,6,0,40,220,53,0,51,16,0,Venti,2% Milk,No Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,20,430,150,16,10,0.5,60,230,55,0,54,16,0,Venti,2% Milk,Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,20,350,60,7,1,0,0,170,59,2,52,13,0,Venti,Soy (United States),No Whipped Cream
kids-drinks-and-other,Cinnamon Dolce Crème,20,430,130,14,5,0,20,180,61,2,54,13,0,Venti,Soy (United States),Whipped Cream
kids-drinks-and-other,Hot Chocolate,8,130,35,4,1,0,0,75,21,3,17,2,15,Kids,Almond,No Whipped Cream
kids-drinks-and-other,Hot Chocolate,8,190,80,9,4,0,20,80,24,3,19,3,15,Kids,Almond,Whipped Cream
kids-drinks-and-other,Hot Chocolate,8,140,45,5,4.5,0,0,70,23,2,20,2,15,Kids,Coconut,No Whipped Cream
kids-drinks-and-other,Hot Chocolate,8,200,90,10,8,0,20,75,26,2,22,2,15,Kids,Coconut,Whipped Cream
kids-drinks-and-other,Hot Chocolate,8,140,10,1.5,1,0,5,70,26,2,23,7,15,Kids,Nonfat milk,No Whipped Cream
kids-drinks-and-other,Hot Chocolate,8,200,60,6,4,0,20,95,29,2,24,8,15,Kids,Nonfat milk,Whipped Cream
kids-drinks-and-other,Hot Chocolate,8,190,60,7,4,0,15,70,26,2,22,7,15,Kids,Whole Milk,No Whipped Cream
kids-drinks-and-other,Hot Chocolate,8,250,110,12,7,0,35,80,28,2,24,7,15,Kids,Whole Milk,Whipped Cream
kids-drinks-and-other,Hot Chocolate,8,170,40,4.5,3,0,15,80,26,2,22,7,15,Kids,2% Milk,No Whipped Cream
kids-drinks-and-other,Hot Chocolate,8,230,90,10,6,0,30,85,28,2,24,7,15,Kids,2% Milk,Whipped Cream
kids-drinks-and-other,Hot Chocolate,8,170,35,3.5,1,0,0,60,28,3,23,6,15,Kids,Soy (United States),No Whipped Cream
kids-drinks-and-other,Hot Chocolate,8,230,80,9,4.5,0,20,65,30,3,25,6,15,Kids,Soy (United States),Whipped Cream
kids-drinks-and-other,Hot Chocolate,8,130,35,4,1,0,0,75,21,3,17,2,15,Short,Almond,No Whipped Cream
kids-drinks-and-other,Hot Chocolate,8,190,80,9,4,0,20,80,24,3,19,3,15,Short,Almond,Whipped Cream
kids-drinks-and-other,Hot Chocolate,8,140,45,5,4.5,0,0,70,23,2,20,2,15,Short,Coconut,No Whipped Cream
kids-drinks-and-other,Hot Chocolate,8,200,90,10,8,0,20,75,26,2,22,2,15,Short,Coconut,Whipped Cream
kids-drinks-and-other,Hot Chocolate,8,140,10,1.5,1,0,5,70,26,2,23,7,15,Short,Nonfat milk,No Whipped Cream
kids-drinks-and-other,Hot Chocolate,8,200,60,6,4,0,20,95,29,2,24,8,15,Short,Nonfat milk,Whipped Cream
kids-drinks-and-other,Hot Chocolate,8,190,60,7,4,0,15,70,26,2,22,7,15,Short,Whole Milk,No Whipped Cream
kids-drinks-and-other,Hot Chocolate,8,250,110,12,7,0,35,80,28,2,24,7,15,Short,Whole Milk,Whipped Cream
kids-drinks-and-other,Hot Chocolate,8,170,40,4.5,3,0,15,80,26,2,22,7,15,Short,2% Milk,No Whipped Cream
kids-drinks-and-other,Hot Chocolate,8,230,90,10,6,0,30,85,28,2,24,7,15,Short,2% Milk,Whipped Cream
kids-drinks-and-other,Hot Chocolate,8,170,35,3.5,1,0,0,60,28,3,23,6,15,Short,Soy (United States),No Whipped Cream
kids-drinks-and-other,Hot Chocolate,8,230,80,9,4.5,0,20,95,30,3,25,6,15,Short,Soy (United States),Whipped Cream
kids-drinks-and-other,Hot Chocolate,12,190,50,6,1.5,0,0,115,30,4,23,4,20,Tall,Almond,No Whipped Cream
kids-drinks-and-other,Hot Chocolate,12,250,110,12,5,0,25,125,33,4,26,4,20,Tall,Almond,Whipped Cream
kids-drinks-and-other,Hot Chocolate,12,210,70,8,7,0,0,110,33,3,28,3,20,Tall,Coconut,No Whipped Cream
kids-drinks-and-other,Hot Chocolate,12,280,120,14,10,0,25,115,36,3,31,3,20,Tall,Coconut,Whipped Cream
kids-drinks-and-other,Hot Chocolate,12,210,20,2,1,0,5,110,37,3,32,11,20,Tall,Nonfat milk,No Whipped Cream
kids-drinks-and-other,Hot Chocolate,12,280,70,8,5,0,30,115,40,3,34,11,20,Tall,Nonfat milk,Whipped Cream
kids-drinks-and-other,Hot Chocolate,12,280,90,10,6,0,25,110,37,3,32,10,20,Tall,Whole Milk,No Whipped Cream
kids-drinks-and-other,Hot Chocolate,12,350,150,16,10,0,50,120,39,3,34,11,20,Tall,Whole Milk,Whipped Cream
kids-drinks-and-other,Hot Chocolate,12,250,60,7,4.5,0,20,125,37,3,32,11,20,Tall,2% Milk,No Whipped Cream
kids-drinks-and-other,Hot Chocolate,12,320,120,13,8,0,45,130,39,3,34,11,20,Tall,2% Milk,Whipped Cream
kids-drinks-and-other,Hot Chocolate,12,250,50,6,1.5,0,0,95,40,4,32,9,20,Tall,Soy (United States),No Whipped Cream
kids-drinks-and-other,Hot Chocolate,12,320,110,12,5,0,25,100,43,4,34,9,20,Tall,Soy (United States),Whipped Cream
kids-drinks-and-other,Hot Chocolate,16,240,70,8,2,0,0,150,38,5,29,5,25,Grande,Almond,No Whipped Cream
kids-drinks-and-other,Hot Chocolate,16,320,140,15,6,0,25,160,41,6,32,5,25,Grande,Almond,Whipped Cream
kids-drinks-and-other,Hot Chocolate,16,270,90,10,9,0,0,140,42,4,35,4,25,Grande,Coconut,No Whipped Cream
kids-drinks-and-other,Hot Chocolate,16,350,150,17,13,0,25,150,46,4,38,4,25,Grande,Coconut,Whipped Cream
kids-drinks-and-other,Hot Chocolate,16,270,25,2.5,1.5,0,5,140,47,4,41,14,25,Grande,Nonfat milk,No Whipped Cream
kids-drinks-and-other,Hot Chocolate,16,350,90,10,6,0,35,150,51,4,43,15,25,Grande,Nonfat milk,Whipped Cream
kids-drinks-and-other,Hot Chocolate,16,360,120,13,8,0,35,150,47,4,41,13,25,Grande,Whole Milk,No Whipped Cream
kids-drinks-and-other,Hot Chocolate,16,440,180,20,12,0.5,60,150,50,4,43,14,25,Grande,Whole Milk,Whipped Cream
kids-drinks-and-other,Hot Chocolate,16,320,80,9,6,0,25,160,47,4,41,14,25,Grande,2% Milk,No Whipped Cream
kids-drinks-and-other,Hot Chocolate,16,400,150,16,10,0,55,170,50,4,43,14,25,Grande,2% Milk,Whipped Cream
kids-drinks-and-other,Hot Chocolate,16,320,70,8,2,0,0,125,51,5,41,12,25,Grande,Soy (United States),No Whipped Cream
kids-drinks-and-other,Hot Chocolate,16,400,130,15,7,0,25,130,54,5,44,12,25,Grande,Soy (United States),Whipped Cream
kids-drinks-and-other,Hot Chocolate,20,320,90,10,2.5,0,0,190,51,7,40,6,35,Venti,Almond,No Whipped Cream
kids-drinks-and-other,Hot Chocolate,20,390,160,17,7,0,25,200,54,7,43,7,35,Venti,Almond,Whipped Cream
kids-drinks-and-other,Hot Chocolate,20,360,110,13,11,0,0,180,57,5,48,4,35,Venti,Coconut,No Whipped Cream
kids-drinks-and-other,Hot Chocolate,20,430,180,20,15,0,25,190,60,5,51,5,35,Venti,Coconut,Whipped Cream
kids-drinks-and-other,Hot Chocolate,20,350,30,3.5,2,0,10,180,63,5,55,18,35,Venti,Nonfat milk,No Whipped Cream
kids-drinks-and-other,Hot Chocolate,20,430,90,10,6,0,35,190,66,5,58,18,35,Venti,Nonfat milk,Whipped Cream
kids-drinks-and-other,Hot Chocolate,20,470,150,17,10,0,45,190,62,5,55,17,35,Venti,Whole Milk,No Whipped Cream
kids-drinks-and-other,Hot Chocolate,20,550,220,24,14,0.5,70,190,66,5,57,17,35,Venti,Whole Milk,Whipped Cream
kids-drinks-and-other,Hot Chocolate,20,420,100,11,7,0,35,200,62,5,55,17,35,Venti,2% Milk,No Whipped Cream
kids-drinks-and-other,Hot Chocolate,20,500,170,19,12,0.5,60,210,66,5,57,18,35,Venti,2% Milk,Whipped Cream
kids-drinks-and-other,Hot Chocolate,20,420,90,9,2.5,0,0,160,68,7,55,15,35,Venti,Soy (United States),No Whipped Cream
kids-drinks-and-other,Hot Chocolate,20,500,150,17,7,0,25,170,71,7,58,15,35,Venti,Soy (United States),Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,8,120,30,3,0,0,0,120,20,1,19,2,0,Kids,Almond,No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,8,170,70,8,3.5,0,20,125,22,1,21,3,0,Kids,Almond,Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,8,130,35,4,4,0,0,115,23,0,22,2,0,Kids,Coconut,No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,8,190,80,9,7,0,20,120,25,0,24,2,0,Kids,Coconut,Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,8,130,0,0,0,0,5,115,26,0,25,7,0,Kids,Nonfat milk,No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,8,190,50,5,3.5,0,25,120,27,0,27,8,0,Kids,Nonfat milk,Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,8,180,50,6,3.5,0,20,115,25,0,25,7,0,Kids,Whole Milk,No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,8,230,100,11,7,0,40,120,27,0,27,7,0,Kids,Whole Milk,Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,8,160,35,3.5,2.5,0,15,125,25,0,25,7,0,Kids,2% Milk,No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,8,210,80,9,5,0,35,130,27,0,27,8,0,Kids,2% Milk,Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,8,160,25,3,0,0,0,105,28,1,25,6,0,Kids,Soy (United States),No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,8,210,70,8,3.5,0,20,110,29,1,27,6,0,Kids,Soy (United States),Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,8,120,30,3,0,0,0,120,20,1,19,2,0,Short,Almond,No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,8,170,70,8,3.5,0,20,125,22,1,21,3,0,Short,Almond,Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,8,130,35,4,4,0,0,115,23,0,22,2,0,Short,Coconut,No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,8,190,80,9,7,0,20,120,25,0,24,2,0,Short,Coconut,Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,8,130,0,0,0,0,5,115,26,0,25,7,0,Short,Nonfat milk,No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,8,190,50,5,3.5,0,25,120,27,0,27,8,0,Short,Nonfat milk,Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,8,180,50,6,3.5,0,20,115,25,0,25,7,0,Short,Whole Milk,No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,8,230,100,11,7,0,40,120,27,0,27,7,0,Short,Whole Milk,Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,8,160,35,3.5,2.5,0,15,125,25,0,25,7,0,Short,2% Milk,No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,8,210,80,9,5,0,35,130,27,0,27,8,0,Short,2% Milk,Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,8,160,25,3,0,0,0,105,28,1,25,6,0,Short,Soy (United States),No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,8,210,70,8,3.5,0,20,110,29,1,27,6,0,Short,Soy (United States),Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,12,180,45,5,0,0,0,180,31,1,29,4,0,Tall,Almond,No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,12,240,100,11,4,0,25,190,33,1,31,4,0,Tall,Almond,Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,12,200,60,6,6,0,0,170,35,0,34,3,0,Tall,Coconut,No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,12,270,110,12,10,0,25,180,36,0,36,3,0,Tall,Coconut,Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,12,200,5,0,0,0,5,170,39,0,38,11,0,Tall,Nonfat milk,No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,12,260,60,6,4,0,30,180,41,0,40,12,0,Tall,Nonfat milk,Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,12,280,80,9,5,0,30,180,38,0,38,11,0,Tall,Whole Milk,No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,12,340,140,15,9,0,50,180,40,0,40,11,0,Tall,Whole Milk,Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,12,250,50,6,3.5,0,25,190,38,0,38,11,0,Tall,2% Milk,No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,12,310,110,12,7,0,45,190,40,0,40,11,0,Tall,2% Milk,Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,12,240,40,4.5,0.5,0,0,160,42,1,38,9,0,Tall,Soy (United States),No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,12,310,90,10,4.5,0,25,160,44,1,40,10,0,Tall,Soy (United States),Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,16,230,60,6,0.5,0,0,240,41,2,38,5,0,Grande,Almond,No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,16,310,120,13,5,0,30,250,43,2,40,5,0,Grande,Almond,Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,16,270,70,8,8,0,0,230,46,0,45,4,0,Grande,Coconut,No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,16,340,140,15,12,0,30,230,48,0,47,4,0,Grande,Coconut,Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,16,270,5,0,0,0,10,230,51,0,51,15,0,Grande,Nonfat milk,No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,16,340,70,7,4.5,0,35,240,53,0,53,15,0,Grande,Nonfat milk,Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,16,360,110,12,7,0,40,230,51,0,50,14,0,Grande,Whole Milk,No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,16,430,170,19,11,0.5,65,240,53,0,52,14,0,Grande,Whole Milk,Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,16,320,70,7,4.5,0,30,250,51,0,50,15,0,Grande,2% Milk,No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,16,400,130,14,9,0.5,55,250,53,0,52,15,0,Grande,2% Milk,Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,16,320,50,6,1,0,0,210,55,1,51,12,0,Grande,Soy (United States),No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,16,390,110,13,5,0,30,220,58,1,53,13,0,Grande,Soy (United States),Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,20,290,70,8,0.5,0,0,300,51,2,48,6,0,Venti,Almond,No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,20,370,140,15,5,0,30,310,53,2,50,7,0,Venti,Almond,Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,20,340,100,11,10,0,0,290,58,0,56,4,0,Venti,Coconut,No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,20,410,160,18,14,0,30,290,60,0,58,5,0,Venti,Coconut,Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,20,340,5,0.5,0,0,10,290,65,0,64,19,0,Venti,Nonfat milk,No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,20,410,70,8,4.5,0,35,300,67,0,66,19,0,Venti,Nonfat milk,Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,20,460,140,15,9,0,50,300,64,0,63,18,0,Venti,Whole Milk,No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,20,530,200,22,13,0.5,75,300,66,0,65,18,0,Venti,Whole Milk,Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,20,410,80,9,6,0,40,310,64,0,63,19,0,Venti,2% Milk,No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,20,480,150,16,10,0.5,65,320,66,0,65,19,0,Venti,2% Milk,Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,20,410,70,7,1,0,0,260,70,2,64,16,0,Venti,Soy (United States),No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,20,480,130,14,5,0,30,270,72,2,66,16,0,Venti,Soy (United States),Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,8,170,35,4,1,0,0,140,31,3,27,2,15,Short,Almond,No Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,8,240,90,10,4.5,0,20,210,37,3,32,3,15,Short,Almond,Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,8,180,45,5,4,0,0,140,33,2,29,2,15,Short,Coconut,No Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,8,260,100,11,8,0,20,200,39,2,34,2,15,Short,Coconut,Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,8,180,15,1.5,1,0,5,140,35,2,32,6,15,Short,Nonfat milk,No Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,8,260,70,7,4.5,0,25,210,41,2,37,7,15,Short,Nonfat milk,Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,8,220,60,6,3.5,0,15,140,35,2,32,6,15,Short,Whole Milk,No Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,8,300,110,12,7,0,35,210,41,2,37,6,15,Short,Whole Milk,Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,8,200,40,4.5,2.5,0,10,150,35,2,32,6,15,Short,2% Milk,No Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,8,280,90,10,6,0,35,210,41,2,37,7,15,Short,2% Milk,Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,8,200,35,3.5,1,0,0,130,37,3,32,5,15,Short,Soy (United States),No Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,8,280,90,10,4.5,0,20,200,43,3,37,6,15,Short,Soy (United States),Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,12,240,50,6,1.5,0,0,220,44,4,38,4,20,Tall,Almond,No Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,12,330,120,13,6,0,25,290,51,4,44,4,20,Tall,Almond,Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,12,260,70,7,6,0,0,210,48,3,42,3,20,Tall,Coconut,No Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,12,360,130,15,11,0,25,280,54,3,48,3,20,Tall,Coconut,Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,12,260,20,2,1,0,5,210,51,3,46,10,20,Tall,Nonfat milk,No Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,12,350,80,9,6,0,30,280,58,3,52,10,20,Tall,Nonfat milk,Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,12,330,90,10,6,0,25,210,51,3,46,10,20,Tall,Whole Milk,No Whipped Cream
